db,14/03/2024,i,i818,o,25
db,16/03/2024,i,i818,o,27
db,17/03/2024,s,s818,o,28
db,18/03/2024,a,a818,o,29
db,19/03/2024,p,p1624,c1416,30
db,21/03/2024,s,s818,o,32
db,23/03/2024,p,p1624,c1416,34
db,24/03/2024,p,p1624,c1416,35
db,26/03/2024,p,p1624,c1416,37
db,28/03/2024,s,s818,o,39
db,29/03/2024,a,a818,o,40
db,01/04/2024,a,a818,o,43
db,02/04/2024,p,p1624,c1416,44
db,04/04/2024,a,a818,o,46
db,05/04/2024,a,a818,o,47
db,08/04/2024,s,s818,o,50
db,09/04/2024,p,p1624,c1416,51
db,11/04/2024,a,a818,o,53
db,12/04/2024,a,a818,o,54
db,15/04/2024,a,a818,o,57
db,16/04/2024,p,p1624,c1416,58
db,18/04/2024,a,a818,o,60
db,19/04/2024,a,a818,o,61
db,22/04/2024,a,a818,o,64
db,23/04/2024,a,a818,o,65
db,25/04/2024,i,i818,o,67
db,26/04/2024,p,p1624,c1416,68
cc,19/02/2024,p,p1624,c1416,1
cc,21/02/2024,s,s817,c1718,3
cc,23/02/2024,a,a817,c1718,5
cc,24/02/2024,p,p1624,c1416,6
cc,25/02/2024,p,p1624,c1416,7
cc,27/02/2024,a,a817,c1718,9
cc,28/02/2024,a,a817,c1718,10
cc,29/02/2024,i,i817,c1718,11
cc,01/03/2024,p,p1624,c1416,12
cc,04/03/2024,phnw,phnw,o,15
cc,05/03/2024,i,i817,c1718,16
cc,07/03/2024,i,i817,c1718,18
cc,08/03/2024,p,p1624,c1416,19
cc,11/03/2024,p,p1624,c1416,22
cc,13/03/2024,a,a817,c1718,24
cc,14/03/2024,a,a817,c1718,25
cc,15/03/2024,a,a817,c1718,26
cc,18/03/2024,p,p1624,c1416,29
cc,20/03/2024,i,i817,c1718,31
cc,21/03/2024,a,a817,c1718,32
cc,22/03/2024,s,s817,c1718,33
cc,25/03/2024,p,p1624,c1416,36
cc,27/03/2024,a,a817,c1718,38
cc,28/03/2024,a,a817,c1718,39
cc,29/03/2024,s,s817,c1718,40
cc,01/04/2024,p,p1624,c1416,43
cc,03/04/2024,a,a817,c1718,45
cc,04/04/2024,a,a817,c1718,46
cc,06/04/2024,s,s817,c1718,48
cc,07/04/2024,s,s817,c1718,49
cc,08/04/2024,p,p1624,c1416,50
cc,10/04/2024,a,a817,c1718,52
cc,11/04/2024,a,a817,c1718,53
cc,15/04/2024,al,al,o,57
cc,16/04/2024,al,al,o,58
cc,17/04/2024,al,al,o,59
cc,18/04/2024,al,al,o,60
cc,22/04/2024,p,p1624,c1416,64
cc,24/04/2024,a,a817,c1718,66
cc,25/04/2024,a,a817,c1718,67
cc,26/04/2024,a,a817,c1718,68
mc,21/02/2024,p,p1624,c1416,3
mc,22/02/2024,c,o,c818,4
mc,23/02/2024,i,i818,o,5
mc,24/02/2024,s,s818,o,6
mc,28/02/2024,p,p1624,c1416,10
mc,29/02/2024,c,o,c818,11
mc,01/03/2024,i,i818,o,12
mc,02/03/2024,i,i818,o,13
mc,04/03/2024,a,a818,o,15
mc,05/03/2024,phnw,phnw,o,16
mc,06/03/2024,p,p1624,c1416,17
mc,07/03/2024,c,o,c818,18
mc,08/03/2024,s,s818,o,19
mc,13/03/2024,p,p1624,c1416,24
mc,14/03/2024,c,o,c818,25
mc,15/03/2024,i,i818,o,26
mc,16/03/2024,p,p1624,c1416,27
mc,18/03/2024,a,a818,o,29
mc,19/03/2024,a,a818,o,30
mc,20/03/2024,p,p1624,c1416,31
mc,21/03/2024,c,o,c818,32
mc,25/03/2024,al,al,o,36
mc,26/03/2024,al,al,o,37
mc,27/03/2024,al,al,o,38
mc,28/03/2024,al,al,o,39
mc,02/04/2024,a,a818,o,44
mc,03/04/2024,a,a818,o,45
mc,04/04/2024,c,o,c818,46
mc,05/04/2024,p,p1624,c1416,47
mc,09/04/2024,a,a818,o,51
mc,11/04/2024,c,o,c818,53
mc,12/04/2024,p,p1624,c1416,54
mc,14/04/2024,a,a818,o,56
mc,16/04/2024,a,a818,o,58
mc,17/04/2024,p,p1624,c1416,59
mc,18/04/2024,c,o,c818,60
mc,19/04/2024,a,a818,o,61
mc,23/04/2024,a,a818,o,65
mc,24/04/2024,p,p1624,c1416,66
mc,25/04/2024,c,o,c818,67
mc,26/04/2024,a,a818,o,68
sd,20/02/2024,c,o,c818,2
sd,21/02/2024,i,i818,o,3
sd,23/02/2024,p,p1424,o,5
sd,25/02/2024,i,i818,o,7
sd,26/02/2024,c,o,c818,8
sd,27/02/2024,s,s818,o,9
sd,29/02/2024,p,p1424,o,11
sd,02/03/2024,p,p1424,o,13
sd,04/03/2024,s,s818,o,15
sd,05/03/2024,phnw,phnw,o,16
sd,07/03/2024,al,al,o,18
sd,11/03/2024,p,p1424,o,22
sd,12/03/2024,c,o,c818,23
sd,13/03/2024,al,al,o,24
sd,14/03/2024,al,al,o,25
sd,17/03/2024,i,i818,o,28
sd,18/03/2024,c,o,c818,29
sd,19/03/2024,c,o,c818,30
sd,20/03/2024,c,o,c818,31
sd,21/03/2024,p,p1424,o,32
sd,25/03/2024,c,o,c818,36
sd,26/03/2024,c,o,c818,37
sd,27/03/2024,c,o,c818,38
sd,29/03/2024,p,p1424,o,40
sd,01/04/2024,c,o,c818,43
sd,02/04/2024,c,o,c818,44
sd,03/04/2024,c,o,c818,45
sd,04/04/2024,p,p1424,o,46
sd,08/04/2024,c,o,c818,50
sd,09/04/2024,c,o,c818,51
sd,10/04/2024,c,o,c818,52
sd,11/04/2024,p,p1424,o,53
sd,15/04/2024,a,a818,o,57
sd,16/04/2024,c,o,c818,58
sd,17/04/2024,i,i818,o,59
sd,18/04/2024,p,p1424,o,60
sd,22/04/2024,a,a818,o,64
sd,23/04/2024,c,o,c818,65
sd,24/04/2024,a,a818,o,66
sd,25/04/2024,p,p1424,o,67
ml,21/02/2024,al,al,o,3
ml,22/02/2024,a,a812,c1218,4
ml,25/02/2024,p,p1424,o,7
ml,28/02/2024,al,al,o,10
ml,29/02/2024,a,a812,c1218,11
ml,03/03/2024,p,p1424,o,14
ml,06/03/2024,al,al,o,17
ml,07/03/2024,s,s818,o,18
ml,10/03/2024,p,p1424,o,21
ml,13/03/2024,al,al,o,24
ml,14/03/2024,a,a812,c1218,25
ml,17/03/2024,p,p1424,o,28
ml,20/03/2024,s,s818,o,31
ml,21/03/2024,a,a812,c1218,32
ml,24/03/2024,p,p1424,o,35
ml,27/03/2024,a,a812,c1218,38
ml,28/03/2024,a,a812,c1218,39
ml,31/03/2024,p,p1424,o,42
ml,03/04/2024,a,a812,c1218,45
ml,04/04/2024,a,a812,c1218,46
ml,07/04/2024,a,a812,c1218,49
ml,10/04/2024,a,a812,c1218,52
ml,11/04/2024,s,s818,o,53
ml,14/04/2024,s,s818,o,56
ml,17/04/2024,al,al,o,59
ml,18/04/2024,a,a812,c1218,60
ml,21/04/2024,p,p1424,o,63
ml,24/04/2024,a,a812,c1218,66
ml,25/04/2024,a,a812,c1218,67
ml,28/04/2024,s,s818,o,70
hl,19/02/2024,a,a816,c1618,1
hl,20/02/2024,i,i817,c1718,2
hl,21/02/2024,c,o,c818,3
hl,22/02/2024,p,p1624,c1416,4
hl,26/02/2024,al,al,o,8
hl,27/02/2024,al,al,o,9
hl,28/02/2024,al,al,o,10
hl,29/02/2024,al,al,o,11
hl,04/03/2024,al,al,o,15
hl,05/03/2024,al,al,o,16
hl,06/03/2024,al,al,o,17
hl,07/03/2024,p,p1624,c1416,18
hl,09/03/2024,i,i817,c1718,20
hl,10/03/2024,s,s816,c1618,21
hl,13/03/2024,c,o,c818,24
hl,14/03/2024,p,p1624,c1416,25
hl,18/03/2024,s,s816,c1618,29
hl,19/03/2024,i,i817,c1718,30
hl,20/03/2024,c,o,c818,31
hl,21/03/2024,p,p1624,c1416,32
hl,25/03/2024,sab,sab,o,36
hl,26/03/2024,sab,sab,o,37
hl,27/03/2024,sab,sab,o,38
hl,28/03/2024,sab,sab,o,39
hl,01/04/2024,sab,sab,o,43
hl,02/04/2024,sab,sab,o,44
hl,03/04/2024,sab,sab,o,45
hl,04/04/2024,sab,sab,o,46
hl,08/04/2024,sab,sab,o,50
hl,09/04/2024,sab,sab,o,51
hl,10/04/2024,sab,sab,o,52
hl,11/04/2024,sab,sab,o,53
hl,15/04/2024,sab,sab,o,57
hl,16/04/2024,sab,sab,o,58
hl,17/04/2024,sab,sab,o,59
hl,18/04/2024,sab,sab,o,60
hl,22/04/2024,sab,sab,o,64
hl,23/04/2024,sab,sab,o,65
hl,24/04/2024,sab,sab,o,66
hl,25/04/2024,sab,sab,o,67
dl,19/02/2024,c,o,c818,1
dl,20/02/2024,p,p1424,o,2
dl,21/02/2024,c,o,c818,3
dl,23/02/2024,c,o,c818,5
dl,26/02/2024,c,o,c818,8
dl,27/02/2024,p,p1424,o,9
dl,28/02/2024,c,o,c818,10
dl,01/03/2024,c,o,c818,12
dl,04/03/2024,phnw,phnw,o,15
dl,05/03/2024,p,p1424,o,16
dl,06/03/2024,c,o,c818,17
dl,07/03/2024,c,o,c818,18
dl,11/03/2024,al,al,o,22
dl,12/03/2024,al,al,o,23
dl,13/03/2024,al,al,o,24
dl,14/03/2024,al,al,o,25
dl,20/03/2024,c,o,c818,31
dl,21/03/2024,i,i818,o,32
dl,22/03/2024,p,p1424,o,33
dl,24/03/2024,a,a818,o,35
dl,25/03/2024,a,a818,o,36
dl,26/03/2024,a,a818,o,37
dl,27/03/2024,c,o,c818,38
dl,29/03/2024,p,p1424,o,40
dl,01/04/2024,al,al,o,43
dl,02/04/2024,al,al,o,44
dl,03/04/2024,al,al,o,45
dl,04/04/2024,al,al,o,46
dl,09/04/2024,p,p1424,o,51
dl,10/04/2024,c,o,c818,52
dl,12/04/2024,i,i818,o,54
dl,13/04/2024,s,s818,o,55
dl,15/04/2024,s,s818,o,57
dl,16/04/2024,p,p1424,o,58
dl,17/04/2024,c,o,c818,59
dl,20/04/2024,a,a818,o,62
dl,21/04/2024,i,i818,o,63
dl,23/04/2024,p,p1424,o,65
dl,24/04/2024,c,o,c818,66
dl,26/04/2024,i,i818,o,68
rm,19/02/2024,s,s818,o,1
rm,20/02/2024,p,p1624,c1416,2
rm,21/02/2024,c,o,c818,3
rm,26/02/2024,al,al,o,8
rm,27/02/2024,al,al,o,9
rm,28/02/2024,al,al,o,10
rm,29/02/2024,al,al,o,11
rm,06/03/2024,c,o,c818,17
rm,07/03/2024,a,a818,o,18
rm,08/03/2024,p,p1624,c1416,19
rm,11/03/2024,s,s818,o,22
rm,12/03/2024,p,p1624,c1416,23
rm,13/03/2024,c,o,c818,24
rm,15/03/2024,s,s818,o,26
rm,19/03/2024,a,a818,o,30
rm,20/03/2024,c,o,c818,31
rm,22/03/2024,p,p1624,c1416,33
rm,26/03/2024,p,p1624,c1416,37
rm,27/03/2024,c,o,c818,38
rm,28/03/2024,i,i818,o,39
rm,30/03/2024,a,a818,o,41
rm,31/03/2024,i,i818,o,42
rm,01/04/2024,a,a818,o,43
rm,02/04/2024,p,p1624,c1416,44
rm,03/04/2024,c,o,c818,45
rm,04/04/2024,s,s818,o,46
rm,08/04/2024,al,al,o,50
rm,09/04/2024,al,al,o,51
rm,10/04/2024,al,al,o,52
rm,11/04/2024,al,al,o,53
rm,15/04/2024,al,al,o,57
rm,16/04/2024,al,al,o,58
rm,17/04/2024,al,al,o,59
rm,18/04/2024,al,al,o,60
rm,23/04/2024,p,p1624,c1416,65
rm,24/04/2024,c,o,c818,66
rm,27/04/2024,i,i818,o,69
rm,28/04/2024,i,i818,o,70
gn,19/02/2024,p,p1624,o,1
gn,21/02/2024,p,p1624,o,3
gn,22/02/2024,c,o,c1218,4
gn,24/02/2024,p,p1624,o,6
gn,26/02/2024,p,p1624,o,8
gn,28/02/2024,p,p1624,o,10
gn,29/02/2024,c,o,c1218,11
gn,02/03/2024,p,p1624,o,13
gn,04/03/2024,p,p1624,o,15
gn,06/03/2024,p,p1624,o,17
gn,07/03/2024,c,o,c1218,18
gn,09/03/2024,p,p1624,o,20
gn,11/03/2024,p,p1624,o,22
gn,13/03/2024,p,p1624,o,24
gn,14/03/2024,c,o,c1218,25
gn,16/03/2024,p,p1624,o,27
gn,18/03/2024,p,p1624,o,29
gn,20/03/2024,p,p1624,o,31
gn,21/03/2024,c,o,c1218,32
gn,23/03/2024,p,p1624,o,34
gn,25/03/2024,p,p1624,o,36
gn,27/03/2024,p,p1624,o,38
gn,28/03/2024,c,o,c1218,39
gn,30/03/2024,p,p1624,o,41
gn,01/04/2024,p,p1624,o,43
gn,03/04/2024,p,p1624,o,45
gn,04/04/2024,c,o,c1218,46
gn,06/04/2024,p,p1624,o,48
gn,08/04/2024,p,p1624,o,50
gn,10/04/2024,p,p1624,o,52
gn,11/04/2024,c,o,c1218,53
gn,13/04/2024,p,p1624,o,55
gn,15/04/2024,p,p1624,o,57
gn,17/04/2024,p,p1624,o,59
gn,18/04/2024,c,o,c1218,60
gn,20/04/2024,p,p1624,o,62
gn,22/04/2024,p,p1624,o,64
gn,24/04/2024,p,p1624,o,66
gn,25/04/2024,c,o,c1218,67
gn,27/04/2024,p,p1624,o,69
ew,19/02/2024,lsl,lsl,o,1
ew,20/02/2024,lsl,lsl,o,2
ew,21/02/2024,lsl,lsl,o,3
ew,22/02/2024,lsl,lsl,o,4
ew,26/02/2024,lsl,lsl,o,8
ew,27/02/2024,lsl,lsl,o,9
ew,28/02/2024,lsl,lsl,o,10
ew,29/02/2024,lsl,lsl,o,11
ew,04/03/2024,lsl,lsl,o,15
ew,05/03/2024,lsl,lsl,o,16
ew,06/03/2024,lsl,lsl,o,17
ew,07/03/2024,lsl,lsl,o,18
ew,11/03/2024,lsl,lsl,o,22
ew,12/03/2024,lsl,lsl,o,23
ew,13/03/2024,lsl,lsl,o,24
ew,14/03/2024,lsl,lsl,o,25
ew,18/03/2024,p,p1624,c1416,29
ew,21/03/2024,c,o,c1216,32
ew,22/03/2024,i,i817,c1718,33
ew,23/03/2024,i,i817,c1718,34
ew,24/03/2024,i,i817,c1718,35
ew,25/03/2024,a,a817,c1718,36
ew,28/03/2024,c,o,c1216,39
ew,29/03/2024,p,p1624,c1416,40
ew,01/04/2024,p,p1624,c1416,43
ew,03/04/2024,a,a817,c1718,45
ew,04/04/2024,c,o,c1216,46
ew,05/04/2024,s,s817,c1718,47
ew,09/04/2024,s,s817,c1718,51
ew,10/04/2024,i,i817,c1718,52
ew,11/04/2024,c,o,c1216,53
ew,12/04/2024,p,p1624,c1416,54
ew,17/04/2024,a,a817,c1718,59
ew,18/04/2024,c,o,c1216,60
ew,19/04/2024,p,p1624,c1416,61
ew,22/04/2024,p,p1624,c1416,64
ew,24/04/2024,s,s817,c1718,66
ew,25/04/2024,c,o,c1216,67
ew,27/04/2024,p,p1624,c1416,69
ew,28/04/2024,p,p1624,c1416,70
lb,19/02/2024,al,al,o,1
lb,21/02/2024,al,al,o,3
lb,23/02/2024,al,al,o,5
lb,26/02/2024,al,al,o,8
lb,28/02/2024,al,al,o,10
lb,01/03/2024,al,al,o,12
lb,04/03/2024,al,al,o,15
lb,06/03/2024,al,al,o,17
lb,08/03/2024,al,al,o,19
lb,11/03/2024,lsl,lsl,o,22
lb,13/03/2024,lsl,lsl,o,24
lb,15/03/2024,lsl,lsl,o,26
lb,18/03/2024,lsl,lsl,o,29
lb,20/03/2024,lsl,lsl,o,31
lb,22/03/2024,lsl,lsl,o,33
lb,25/03/2024,lsl,lsl,o,36
lb,27/03/2024,lsl,lsl,o,38
lb,29/03/2024,lsl,lsl,o,40
lb,01/04/2024,lsl,lsl,o,43
lb,03/04/2024,lsl,lsl,o,45
lb,05/04/2024,lsl,lsl,o,47
lb,08/04/2024,lsl,lsl,o,50
lb,10/04/2024,lsl,lsl,o,52
lb,12/04/2024,lsl,lsl,o,54
lb,15/04/2024,p,p1624,c1416,57
lb,17/04/2024,s,s816,c1618,59
lb,19/04/2024,i,i816,c1618,61
lb,20/04/2024,i,i816,c1618,62
lb,21/04/2024,s,s816,c1618,63
lb,24/04/2024,i,i816,c1618,66
lb,26/04/2024,p,p1624,c1416,68
dh,19/02/2024,p,p1424,o,1
dh,21/02/2024,c,o,c818,3
dh,23/02/2024,s,s818,o,5
dh,26/02/2024,a,a818,o,8
dh,28/02/2024,c,o,c818,10
dh,01/03/2024,p,p1424,o,12
dh,04/03/2024,p,p1424,o,15
dh,06/03/2024,c,o,c818,17
dh,08/03/2024,i,i818,o,19
dh,11/03/2024,i,i818,o,22
dh,13/03/2024,c,o,c818,24
dh,15/03/2024,p,p1424,o,26
dh,18/03/2024,al,al,o,29
dh,19/03/2024,al,al,o,30
dh,20/03/2024,al,al,o,31
dh,25/03/2024,p,p1424,o,36
dh,27/03/2024,c,o,c818,38
dh,29/03/2024,i,i818,o,40
dh,01/04/2024,s,s818,o,43
dh,03/04/2024,c,o,c818,45
dh,05/04/2024,p,p1424,o,47
dh,08/04/2024,p,p1424,o,50
dh,10/04/2024,c,o,c818,52
dh,12/04/2024,a,a818,o,54
dh,13/04/2024,p,p1424,o,55
dh,14/04/2024,p,p1424,o,56
dh,17/04/2024,c,o,c818,59
dh,19/04/2024,a,a818,o,61
dh,22/04/2024,a,a818,o,64
dh,24/04/2024,c,o,c818,66
dh,26/04/2024,s,s818,o,68
dh,27/04/2024,p,p1424,o,69
dh,28/04/2024,p,p1424,o,70
sk,19/02/2024,mat,mat,o,1
sk,20/02/2024,mat,mat,o,2
sk,21/02/2024,mat,mat,o,3
sk,26/02/2024,mat,mat,o,8
sk,27/02/2024,mat,mat,o,9
sk,28/02/2024,mat,mat,o,10
sk,04/03/2024,mat,mat,o,15
sk,05/03/2024,mat,mat,o,16
sk,06/03/2024,mat,mat,o,17
sk,11/03/2024,mat,mat,o,22
sk,12/03/2024,mat,mat,o,23
sk,13/03/2024,mat,mat,o,24
sk,18/03/2024,mat,mat,o,29
sk,19/03/2024,mat,mat,o,30
sk,20/03/2024,mat,mat,o,31
sk,25/03/2024,mat,mat,o,36
sk,26/03/2024,mat,mat,o,37
sk,27/03/2024,mat,mat,o,38
sk,01/04/2024,mat,mat,o,43
sk,02/04/2024,mat,mat,o,44
sk,03/04/2024,mat,mat,o,45
sk,08/04/2024,mat,mat,o,50
sk,09/04/2024,mat,mat,o,51
sk,10/04/2024,mat,mat,o,52
sk,15/04/2024,mat,mat,o,57
sk,16/04/2024,mat,mat,o,58
sk,17/04/2024,mat,mat,o,59
sk,22/04/2024,mat,mat,o,64
sk,23/04/2024,mat,mat,o,65
sk,24/04/2024,mat,mat,o,66
bl,19/02/2024,a,a818,o,1
bl,20/02/2024,a,a818,o,2
bl,21/02/2024,a,a818,o,3
bl,22/02/2024,p,p1424,o,4
bl,26/02/2024,p,p1424,o,8
bl,28/02/2024,i,i818,o,10
bl,29/02/2024,a,a818,o,11
bl,01/03/2024,s,s818,o,12
bl,04/03/2024,phnw,phnw,o,15
bl,05/03/2024,a,a818,o,16
bl,06/03/2024,i,i818,o,17
bl,09/03/2024,p,p1424,o,20
bl,12/03/2024,s,s818,o,23
bl,13/03/2024,i,i818,o,24
bl,14/03/2024,a,a818,o,25
bl,15/03/2024,p,p1424,o,26
bl,18/03/2024,al,al,o,29
bl,19/03/2024,al,al,o,30
bl,20/03/2024,al,al,o,31
bl,21/03/2024,al,al,o,32
bl,25/03/2024,al,al,o,36
bl,26/03/2024,al,al,o,37
bl,27/03/2024,al,al,o,38
bl,28/03/2024,al,al,o,39
bl,01/04/2024,al,al,o,43
bl,02/04/2024,al,al,o,44
bl,03/04/2024,al,al,o,45
bl,04/04/2024,al,al,o,46
bl,11/04/2024,c,o,c818,53
bl,12/04/2024,s,s818,o,54
bl,13/04/2024,p,p1424,o,55
bl,14/04/2024,p,p1424,o,56
bl,16/04/2024,s,s818,o,58
bl,17/04/2024,a,a818,o,59
bl,18/04/2024,a,a818,o,60
bl,19/04/2024,p,p1424,o,61
bl,23/04/2024,a,a818,o,65
bl,24/04/2024,a,a818,o,66
bl,25/04/2024,s,s818,o,67
bl,26/04/2024,p,p1424,o,68
rp,20/02/2024,s,s817,o,2
rp,22/02/2024,p,p1624,o,4
rp,25/02/2024,p,p1624,o,7
rp,27/02/2024,i,i817,o,9
rp,29/02/2024,p,p1624,o,11
rp,01/03/2024,c,o,c1216,12
rp,03/03/2024,p,p1624,o,14
rp,05/03/2024,phnw,phnw,o,16
rp,07/03/2024,al,al,o,18
rp,10/03/2024,p,p1624,o,21
rp,15/03/2024,c,o,c1216,26
rp,16/03/2024,p,p1624,o,27
rp,23/03/2024,p,p1624,o,34
rp,26/03/2024,i,i817,o,37
rp,28/03/2024,p,p1624,o,39
rp,29/03/2024,c,o,c1216,40
rp,31/03/2024,p,p1624,o,42
rp,02/04/2024,s,s817,o,44
rp,04/04/2024,p,p1624,o,46
rp,07/04/2024,p,p1624,o,49
rp,11/04/2024,p,p1624,o,53
rp,12/04/2024,c,o,c1216,54
rp,14/04/2024,p,p1624,o,56
rp,16/04/2024,i,i817,o,58
rp,18/04/2024,p,p1624,o,60
rp,21/04/2024,p,p1624,o,63
rp,23/04/2024,s,s817,o,65
rp,25/04/2024,p,p1624,o,67
rp,26/04/2024,c,o,c1216,68
rp,28/04/2024,p,p1624,o,70
ar,21/02/2024,a,a817,o,3
ar,22/02/2024,a,a817,o,4
ar,28/02/2024,s,s817,o,10
ar,29/02/2024,a,a817,o,11
ar,06/03/2024,s,s817,o,17
ar,07/03/2024,al,al,o,18
ar,13/03/2024,s,s817,o,24
ar,14/03/2024,a,a817,o,25
ar,20/03/2024,a,a817,o,31
ar,21/03/2024,a,a817,o,32
ar,27/03/2024,s,s817,o,38
ar,30/03/2024,s,s817,o,41
ar,03/04/2024,s,s817,o,45
ar,04/04/2024,i,i817,o,46
ar,10/04/2024,s,s817,o,52
ar,11/04/2024,i,i817,o,53
ar,17/04/2024,a,a817,o,59
ar,18/04/2024,a,a817,o,60
ar,24/04/2024,a,a817,o,66
ar,27/04/2024,a,a817,o,69
ls,19/02/2024,i,i816,c1618,1
ls,23/02/2024,a,a816,c1618,5
ls,24/02/2024,i,i816,c1618,6
ls,25/02/2024,s,s816,c1618,7
ls,28/02/2024,p,p1624,c1416,10
ls,04/03/2024,p,p1624,c1416,15
ls,06/03/2024,al,al,o,17
ls,08/03/2024,al,al,o,19
ls,09/03/2024,p,p1624,c1416,20
ls,13/03/2024,p,p1624,c1416,24
ls,18/03/2024,a,a816,c1618,29
ls,22/03/2024,a,a816,c1618,33
ls,23/03/2024,s,s816,c1618,34
ls,24/03/2024,s,s816,c1618,35
ls,27/03/2024,p,p1624,c1416,38
ls,01/04/2024,i,i816,c1618,43
ls,03/04/2024,p,p1624,c1416,45
ls,05/04/2024,p,p1624,c1416,47
ls,06/04/2024,p,p1624,c1416,48
ls,10/04/2024,p,p1624,c1416,52
ls,15/04/2024,a,a816,c1618,57
ls,19/04/2024,s,s816,c1618,61
ls,20/04/2024,s,s816,c1618,62
ls,21/04/2024,a,a816,c1618,63
ls,24/04/2024,p,p1624,c1416,66
av,19/02/2024,al,al,o,1
av,20/02/2024,al,al,o,2
av,21/02/2024,al,al,o,3
av,26/02/2024,s,s817,c1718,8
av,27/02/2024,c,o,c818,9
av,28/02/2024,c,o,c818,10
av,01/03/2024,p,p1624,c1416,12
av,03/03/2024,i,i817,c1718,14
av,05/03/2024,s,s817,c1718,16
av,06/03/2024,c,o,c818,17
av,07/03/2024,c,o,c818,18
av,08/03/2024,p,p1624,c1416,19
av,12/03/2024,i,i817,c1718,23
av,13/03/2024,c,o,c818,24
av,14/03/2024,p,p1624,c1416,25
av,15/03/2024,c,o,c818,26
av,18/03/2024,c,o,c818,29
av,19/03/2024,s,s817,c1718,30
av,20/03/2024,c,o,c818,31
av,21/03/2024,p,p1624,c1416,32
av,25/03/2024,a,a817,c1718,36
av,26/03/2024,c,o,c818,37
av,27/03/2024,c,o,c818,38
av,28/03/2024,p,p1624,c1416,39
av,03/04/2024,c,o,c818,45
av,04/04/2024,p,p1624,c1416,46
av,05/04/2024,c,o,c818,47
av,06/04/2024,i,i817,c1718,48
av,07/04/2024,i,i817,c1718,49
